EventDate,VenueCity,VenueState,PostalCode,EventType,RSVPS,Official,formattedZipcode,region
10/13/2015 23:00:00,Purchase,NY,10577,Debate Watch Parties (October 13),31,no,10577,newyork
10/14/2015 0:30:00,Madison,NJ,7940,Debate Watch Parties (October 13),8,no,07940,newjersey
10/14/2015 0:00:00,San Francisco,CA,94122,Debate Watch Parties (October 13),24,no,94122,sfbay
10/14/2015 1:00:00,Aptos,CA,95003,Debate Watch Parties (October 13),9,no,95003,monterey
9/26/2015 21:00:00,Longview,TX,75601,"Volunteer activity (flyering, calling, walking, etc)",6,no,75601,easttexas
10/13/2015 23:30:00,Holland,MA,1521,Debate Watch Parties (October 13),11,no,01521,worcester
10/14/2015 1:00:00,Friendsville,MD,21531,Debate Watch Parties (October 13),4,no,21531,morgantown
10/14/2015 0:00:00,Candler,NC,28715,Debate Watch Parties (October 13),19,no,28715,asheville
10/14/2015 0:00:00,Berkeley,CA,94702,Debate Watch Parties (October 13),10,no,94702,sfbay
9/19/2015 15:00:00,Colorado Springs,CO,80909,"Volunteer activity (flyering, calling, walking, etc)",13,no,80909,cosprings
10/13/2015 23:30:00,Flossmoor,IL,60422,Debate Watch Parties (October 13),15,no,60422,chicago
9/10/2015 23:00:00,Springfield,OH,45504,Volunteer meeting to get organized or learn more,0,no,45504,dayton
10/13/2015 21:30:00,Seattle,WA,98115,Debate Watch Parties (October 13),3,no,98115,seattle
10/13/2015 23:00:00,East Lansing,MI,48823,Debate Watch Parties (October 13),11,no,48823,lansing
10/14/2015 0:00:00,Brownsburg,IN,46112,Debate Watch Parties (October 13),6,no,46112,indianapolis
10/14/2015 0:30:00,Tampa,FL,33624,Debate Watch Parties (October 13),20,no,33624,tampa
10/14/2015 0:30:00,Saint Paul,MN,55105,Debate Watch Parties (October 13),11,no,55105,minneapolis
10/13/2015 23:30:00,Capitol Heights,MD,20743,Debate Watch Parties (October 13),7,no,20743,washingtondc
9/17/2015 23:00:00,Onancock,VA,23417,Volunteer meeting to get organized or learn more,7,no,23417,easternshore
10/13/2015 23:30:00,Sharon,MA,2067,Debate Watch Parties (October 13),12,no,02067,boston
10/14/2015 0:30:00,New York,NY,10022,Debate Watch Parties (October 13),0,no,10022,newyork
9/11/2015 19:30:00,Washington,DC,20036,"Volunteer activity (flyering, calling, walking, etc)",8,no,20036,washingtondc
10/10/2015 18:00:00,West Allis,WI,53220,"Volunteer activity (flyering, calling, walking, etc)",6,no,53220,milwaukee
10/14/2015 0:30:00,Little Rock,AR,72223,Debate Watch Parties (October 13),9,no,72223,littlerock
9/27/2015 21:00:00,Bend,OR,97701,"Volunteer activity (flyering, calling, walking, etc)",2,no,97701,bend
9/19/2015 0:00:00,Rochester,MN,55902,Volunteer meeting to get organized or learn more,5,no,55902,rmn
9/20/2015 18:00:00,Bend,OR,97701,"Volunteer activity (flyering, calling, walking, etc)",11,no,97701,bend
10/14/2015 0:00:00,Vandalia,OH,45377,Debate Watch Parties (October 13),7,no,45377,dayton
9/13/2015 21:00:00,Bend,OR,97701,"Volunteer activity (flyering, calling, walking, etc)",2,no,97701,bend
9/19/2015 14:14:00,Monterey,CA,93940,"Volunteer activity (flyering, calling, walking, etc)",8,no,93940,monterey
10/14/2015 0:00:00,Farmington Hills,MI,48334,Debate Watch Parties (October 13),9,no,48334,detroit
10/14/2015 0:00:00,Petaluma,CA,94952,Debate Watch Parties (October 13),33,no,94952,sfbay
10/14/2015 0:00:00,Weston,MA,2493,Debate Watch Parties (October 13),5,no,02493,boston
10/14/2015 0:30:00,Marshall,MI,49068,Debate Watch Parties (October 13),5,no,49068,battlecreek
10/14/2015 0:00:00,Moscow,OH,45153,Debate Watch Parties (October 13),0,no,45153,athensohio
10/13/2015 23:00:00,Jamaica Plain,MA,2130,Debate Watch Parties (October 13),0,no,02130,boston
10/14/2015 0:00:00,Becket,MA,1223,Debate Watch Parties (October 13),11,no,01223,westernmass
9/26/2015 20:00:00,Fort Collins,CO,80521,Volunteer meeting to get organized or learn more,6,no,80521,fortcollins
10/13/2015 23:30:00,Mountain View,AR,72560,Debate Watch Parties (October 13),9,no,72560,littlerock
10/14/2015 0:00:00,Miamisburg,OH,45342,Debate Watch Parties (October 13),10,no,45342,dayton
9/17/2015 0:00:00,New York,NY,10033,Volunteer meeting to get organized or learn more,41,no,10033,newyork
9/19/2015 16:00:00,Boston,MA,2109,"Volunteer activity (flyering, calling, walking, etc)",26,no,02109,boston
9/11/2015 19:30:00,Rockville,MD,20855,"Volunteer activity (flyering, calling, walking, etc)",1,no,20855,washingtondc
9/9/2015 22:00:00,Kansas City,MO,64156,"Volunteer activity (flyering, calling, walking, etc)",1,no,64156,kansascity
10/14/2015 0:00:00,Brooklyn,NY,11215,Debate Watch Parties (October 13),16,no,11215,newyork
11/11/2015 3:00:00,Portland,OR,97214,Volunteer meeting to get organized or learn more,24,no,97214,portland
9/16/2015 23:00:00,Brooklyn,NY,11215,Volunteer meeting to get organized or learn more,5,no,11215,newyork
9/22/2015 23:00:00,Saratoga Springs,NY,12866,"Volunteer activity (flyering, calling, walking, etc)",16,no,12866,glensfalls
9/15/2015 19:00:00,Corona,NY,11368,"Volunteer activity (flyering, calling, walking, etc)",1,no,11368,newyork
9/15/2015 21:00:00,Cincinnati,OH,45220,Volunteer meeting to get organized or learn more,12,no,45220,cincinnati
10/14/2015 0:30:00,Kill Devil Hills,NC,27948,Debate Watch Parties (October 13),11,no,27948,outerbanks
9/21/2015 22:00:00,New York,NY,10012,"Volunteer activity (flyering, calling, walking, etc)",27,no,10012,newyork
10/1/2015 21:30:00,Salem,MA,1970,"Volunteer activity (flyering, calling, walking, etc)",7,no,01970,boston
10/14/2015 0:00:00,Riverside,CA,92509,Debate Watch Parties (October 13),12,no,92509,orangecounty
10/2/2015 22:00:00,Riverside,CA,92506,"Volunteer activity (flyering, calling, walking, etc)",13,no,92506,orangecounty
9/26/2015 17:00:00,Chicago,IL,60660,"Volunteer activity (flyering, calling, walking, etc)",9,no,60660,chicago
10/14/2015 1:00:00,Los Angeles,CA,90024,Debate Watch Parties (October 13),14,no,90024,losangeles
10/14/2015 0:30:00,Milpitas,CA,95035,Debate Watch Parties (October 13),16,no,95035,sfbay
9/12/2015 20:00:00,Tigard,OR,97223,"Volunteer activity (flyering, calling, walking, etc)",2,no,97223,portland
10/14/2015 0:30:00,Bellingham,WA,98225,Debate Watch Parties (October 13),30,no,98225,bellingham
9/12/2015 18:30:00,Chicago,IL,60640,"Volunteer activity (flyering, calling, walking, etc)",8,no,60640,chicago
9/13/2015 23:00:00,Tallahassee,FL,32304,Volunteer meeting to get organized or learn more,3,no,32304,tallahassee
9/11/2015 17:00:00,Storrs Mansfield,CT,6269,"Volunteer activity (flyering, calling, walking, etc)",3,no,06269,hartford
9/20/2015 21:00:00,Kirkland,WA,98034,Volunteer meeting to get organized or learn more,13,no,98034,seattle
10/14/2015 0:00:00,Fort Collins,CO,80525,Debate Watch Parties (October 13),15,no,80525,fortcollins
10/13/2015 23:00:00,Phoenixville,PA,19460,Debate Watch Parties (October 13),43,no,19460,philadelphia
9/12/2015 12:00:00,Johnson City,TN,37604,"Volunteer activity (flyering, calling, walking, etc)",6,no,37604,tricities
9/17/2015 1:00:00,Colorado Springs,CO,80918,Volunteer meeting to get organized or learn more,20,no,80918,cosprings
9/15/2015 21:00:00,Tampa,FL,33610,"Volunteer activity (flyering, calling, walking, etc)",5,no,33610,tampa
10/14/2015 0:00:00,Staples,MN,56479,Debate Watch Parties (October 13),3,no,56479,brainerd
10/14/2015 0:30:00,Winthrop,WA,98862,Debate Watch Parties (October 13),5,no,98862,wenatchee
9/20/2015 20:00:00,Lawrence,KS,66046,Volunteer meeting to get organized or learn more,36,no,66046,lawrence
10/14/2015 0:00:00,Olney,MD,20832,Debate Watch Parties (October 13),23,no,20832,washingtondc
9/11/2015 20:30:00,Eugene,OR,97405,"Volunteer activity (flyering, calling, walking, etc)",6,no,97405,eugene
9/18/2015 22:30:00,Worcester,MA,1604,Volunteer meeting to get organized or learn more,9,no,01604,worcester
9/12/2015 17:30:00,Springfield,OR,97477,Volunteer meeting to get organized or learn more,7,no,97477,eugene
10/5/2015 23:10:00,Holland,MI,49423,Volunteer meeting to get organized or learn more,18,no,49423,holland
9/10/2015 22:30:00,Boston,MA,2128,Volunteer meeting to get organized or learn more,7,no,02128,boston
10/14/2015 0:00:00,Staunton,VA,24401,Debate Watch Parties (October 13),38,no,24401,harrisonburg
10/14/2015 0:11:00,Grand Haven,MI,49417,Debate Watch Parties (October 13),5,no,49417,muskegon
9/13/2015 17:00:00,Brooklyn,NY,11234,"Volunteer activity (flyering, calling, walking, etc)",4,no,11234,newyork
10/14/2015 0:00:00,Delmar,NY,12054,Debate Watch Parties (October 13),41,no,12054,albany
10/14/2015 0:00:00,Albuquerque,NM,87102,Debate Watch Parties (October 13),35,no,87102,albuquerque
10/13/2015 23:30:00,Tarpon Springs,FL,34689,Debate Watch Parties (October 13),73,no,34689,tampa
9/17/2015 15:00:00,New York,NY,10006,Volunteer meeting to get organized or learn more,5,no,10006,newyork
10/14/2015 0:30:00,Pacifica,CA,94044,Debate Watch Parties (October 13),18,no,94044,sfbay
9/12/2015 15:00:00,Grand Rapids,MI,49505,"Volunteer activity (flyering, calling, walking, etc)",2,no,49505,grandrapids
10/14/2015 0:00:00,Enosburg Falls,VT,5450,Debate Watch Parties (October 13),9,no,05450,burlington
9/26/2015 13:30:00,Denver,CO,80202,"Volunteer activity (flyering, calling, walking, etc)",33,no,80202,denver
10/13/2015 23:30:00,Bethesda,MD,20816,Debate Watch Parties (October 13),43,no,20816,washingtondc
9/12/2015 20:00:00,Imlay City,MI,48444,Volunteer meeting to get organized or learn more,0,no,48444,thumb
10/14/2015 0:30:00,Westchester,IL,60154,Debate Watch Parties (October 13),14,no,60154,chicago
10/14/2015 0:30:00,Oakland,CA,94606,Debate Watch Parties (October 13),12,no,94606,sfbay
10/13/2015 23:00:00,Burnsville,MN,55337,Debate Watch Parties (October 13),0,no,55337,minneapolis
10/14/2015 0:00:00,St. Louis,MO,63118,Debate Watch Parties (October 13),31,no,63118,stlouis
10/13/2015 23:30:00,Orangevale,CA,95662,Debate Watch Parties (October 13),30,no,95662,sacramento
10/14/2015 0:00:00,Richmond,VA,23294,Debate Watch Parties (October 13),39,no,23294,richmond
10/14/2015 0:00:00,Sussex,WI,53089,Debate Watch Parties (October 13),6,no,53089,milwaukee
10/14/2015 0:00:00,Bellingham,WA,98229,Debate Watch Parties (October 13),2,no,98229,bellingham
10/13/2015 23:00:00,Chicago,IL,60618,Debate Watch Parties (October 13),7,no,60618,chicago
9/11/2015 21:30:00,Honolulu,HI,96815,"Volunteer activity (flyering, calling, walking, etc)",2,no,96815,honolulu
9/26/2015 17:00:00,San Francisco,CA,94110,"Volunteer activity (flyering, calling, walking, etc)",6,no,94110,sfbay
9/27/2015 17:00:00,New Paltz,NY,12561,"Volunteer activity (flyering, calling, walking, etc)",11,no,12561,hudsonvalley
10/13/2015 23:00:00,Warren,VT,5674,Debate Watch Parties (October 13),16,no,05674,burlington
9/13/2015 22:00:00,San Francisco,CA,94109,"Volunteer activity (flyering, calling, walking, etc)",6,no,94109,sfbay
10/14/2015 0:00:00,Holland,MI,49423,Debate Watch Parties (October 13),38,no,49423,holland
10/13/2015 23:30:00,Ossining,NY,10562,Debate Watch Parties (October 13),13,no,10562,newyork
10/13/2015 23:00:00,Chester,NJ,7930,Debate Watch Parties (October 13),33,no,07930,newjersey
10/13/2015 21:30:00,San Francisco,CA,94121,Debate Watch Parties (October 13),16,no,94121,sfbay
10/14/2015 0:00:00,Agoura Hills,CA,91301,Debate Watch Parties (October 13),26,no,91301,ventura
10/13/2015 23:30:00,Omaha,NE,68104,Debate Watch Parties (October 13),19,no,68104,omaha
10/13/2015 23:30:00,Stamford,CT,6902,Debate Watch Parties (October 13),65,no,06902,newyork
9/12/2015 15:00:00,Grinnell,IA,50112,"Volunteer activity (flyering, calling, walking, etc)",1,no,50112,waterloo
10/14/2015 0:30:00,Davis,CA,95618,Debate Watch Parties (October 13),19,no,95618,sacramento
10/14/2015 0:00:00,Kure Beach,NC,28449,Debate Watch Parties (October 13),13,no,28449,wilmington
10/14/2015 0:00:00,Shutesbury,MA,1072,Debate Watch Parties (October 13),13,no,01072,worcester
10/13/2015 23:00:00,Rochester,MI,48307,Debate Watch Parties (October 13),23,no,48307,detroit
10/13/2015 23:30:00,Brooklyn,NY,11218,Debate Watch Parties (October 13),2,no,11218,newyork
9/26/2015 17:00:00,Plainfield,IN,46168,"Volunteer activity (flyering, calling, walking, etc)",5,no,46168,indianapolis
10/13/2015 23:00:00,Spruce Pine,NC,28777,Debate Watch Parties (October 13),6,no,28777,winstonsalem
10/13/2015 23:00:00,Temple,TX,76501,Debate Watch Parties (October 13),10,no,76501,killeen
10/13/2015 23:30:00,Saint Paul,MN,55105,Debate Watch Parties (October 13),12,no,55105,minneapolis
10/13/2015 23:00:00,Amelia,OH,45102,Debate Watch Parties (October 13),8,no,45102,athensohio
10/13/2015 22:00:00,Oshkosh,WI,54901,Debate Watch Parties (October 13),0,no,54901,appleton
10/14/2015 0:00:00,Palm Bay,FL,32905,Debate Watch Parties (October 13),25,no,32905,spacecoast
9/15/2015 22:00:00,Honolulu,HI,96815,Debate Watch Parties (October 13),12,no,96815,honolulu
10/14/2015 0:15:00,Escondido,CA,92025,Debate Watch Parties (October 13),16,no,92025,sandiego
10/13/2015 23:00:00,Raleigh,NC,27609,Debate Watch Parties (October 13),8,no,27609,raleigh
10/13/2015 22:00:00,Portland,OR,97214,Debate Watch Parties (October 13),0,no,97214,portland
10/13/2015 22:00:00,Big Spring,TX,79720,Debate Watch Parties (October 13),5,no,79720,odessa
9/10/2015 12:30:00,Columbus,OH,43215,"Volunteer activity (flyering, calling, walking, etc)",8,no,43215,columbus
10/22/2015 18:00:00,Redmond,WA,98052,Volunteer meeting to get organized or learn more,9,no,98052,seattle
9/12/2015 16:00:00,Princeton,NJ,8540,"Volunteer activity (flyering, calling, walking, etc)",7,no,08540,cnj
9/16/2015 22:00:00,Washington,DC,20009,Volunteer meeting to get organized or learn more,16,no,20009,washingtondc
9/13/2015 18:00:00,Lubec,ME,4652,Volunteer meeting to get organized or learn more,0,no,04652,maine
9/14/2015 22:00:00,Farwell,MI,48622,Volunteer meeting to get organized or learn more,1,no,48622,centralmich
9/12/2015 18:00:00,Bowling Green,OH,43403,"Volunteer activity (flyering, calling, walking, etc)",1,no,43403,toledo
9/29/2015 19:00:00,Cloverdale,CA,95425,"Volunteer activity (flyering, calling, walking, etc)",1,no,95425,mendocino
9/22/2015 19:00:00,Cloverdale,CA,95425,"Volunteer activity (flyering, calling, walking, etc)",0,no,95425,mendocino
9/15/2015 19:00:00,Cloverdale,CA,95425,"Volunteer activity (flyering, calling, walking, etc)",1,no,95425,mendocino
10/14/2015 0:00:00,San Francisco,CA,94103,Debate Watch Parties (October 13),139,no,94103,sfbay
9/8/2015 19:00:00,Cloverdale,CA,95425,"Volunteer activity (flyering, calling, walking, etc)",0,no,95425,mendocino
9/9/2015 23:00:00,Clinton,IA,52732,Volunteer meeting to get organized or learn more,0,no,52732,quadcities
9/13/2015 16:00:00,Brooklyn,NY,11215,"Volunteer activity (flyering, calling, walking, etc)",5,no,11215,newyork
9/10/2015 12:30:00,Columbus,OH,43215,"Volunteer activity (flyering, calling, walking, etc)",1,no,43215,columbus
10/14/2015 0:30:00,Topanga,CA,90290,Debate Watch Parties (October 13),27,no,90290,ventura
10/13/2015 23:30:00,Winchester,VA,22602,Debate Watch Parties (October 13),7,no,22602,winchester
9/13/2015 22:00:00,Tucson,AZ,85701,Volunteer meeting to get organized or learn more,12,no,85701,tucson
9/11/2015 21:00:00,Albany,NY,12207,"Volunteer activity (flyering, calling, walking, etc)",5,no,12207,albany
9/12/2015 14:00:00,New Orleans,LA,70118,"Volunteer activity (flyering, calling, walking, etc)",14,no,70118,neworleans
9/24/2015 21:45:00,La Crosse,WI,54601,"Volunteer activity (flyering, calling, walking, etc)",4,no,54601,lacrosse
9/11/2015 0:00:00,Mishawaka,IN,46545,"Volunteer activity (flyering, calling, walking, etc)",9,no,46545,southbend
9/12/2015 17:00:00,Trumansburg,NY,14886,Volunteer meeting to get organized or learn more,8,no,14886,ithaca
10/17/2015 14:00:00,Venice,FL,34285,Volunteer meeting to get organized or learn more,12,no,34285,sarasota
9/15/2015 16:00:00,Evanston,IL,60202,"Volunteer activity (flyering, calling, walking, etc)",1,no,60202,chicago
9/15/2015 21:30:00,South Bend,IN,46601,"Volunteer activity (flyering, calling, walking, etc)",2,no,46601,southbend
9/9/2015 23:00:00,Gainesville,FL,32601,Volunteer meeting to get organized or learn more,0,no,32601,gainesville
9/12/2015 15:00:00,Somerville,MA,2144,"Volunteer activity (flyering, calling, walking, etc)",11,no,02144,boston
9/12/2015 12:00:00,Stafford,VA,22554,"Volunteer activity (flyering, calling, walking, etc)",3,no,22554,fredericksburg
9/12/2015 19:00:00,Kingston,NY,12401,Volunteer meeting to get organized or learn more,6,no,12401,hudsonvalley
9/12/2015 14:00:00,Brooklyn,NY,11215,"Volunteer activity (flyering, calling, walking, etc)",13,no,11215,newyork
9/12/2015 16:00:00,Richmond,VA,23219,"Volunteer activity (flyering, calling, walking, etc)",6,no,23219,richmond
9/12/2015 16:00:00,Hendersonville,NC,28792,Volunteer meeting to get organized or learn more,2,no,28792,asheville
9/12/2015 12:00:00,Melbourne,FL,32935,Volunteer meeting to get organized or learn more,1,no,32935,spacecoast
9/29/2015 23:00:00,Rosendale,NY,12472,Volunteer meeting to get organized or learn more,12,no,12472,hudsonvalley
10/13/2015 23:30:00,Tupper Lake,NY,12986,Debate Watch Parties (October 13),12,no,12986,plattsburgh
9/22/2015 23:00:00,Bethlehem,PA,18017,Volunteer meeting to get organized or learn more,7,no,18017,allentown
9/24/2015 23:00:00,Gulf Shores,AL,36542,Volunteer meeting to get organized or learn more,7,no,36542,mobile
9/26/2015 14:00:00,Hixson,TN,37343,"Volunteer activity (flyering, calling, walking, etc)",2,no,37343,chattanooga
9/19/2015 17:00:00,Milwaukee,WI,53212,"Volunteer activity (flyering, calling, walking, etc)",0,no,53212,milwaukee
9/12/2015 19:00:00,Milwaukee,WI,53211,"Volunteer activity (flyering, calling, walking, etc)",3,no,53211,milwaukee
9/14/2015 22:00:00,New York,NY,10012,Volunteer meeting to get organized or learn more,54,no,10012,newyork
9/12/2015 16:00:00,Brooklyn,NY,11215,"Volunteer activity (flyering, calling, walking, etc)",8,no,11215,newyork
9/16/2015 22:30:00,Brooklyn,NY,11217,Volunteer meeting to get organized or learn more,56,no,11217,newyork
9/9/2015 23:00:00,Indianapolis,IN,46220,Volunteer meeting to get organized or learn more,10,no,46220,indianapolis
9/19/2015 17:00:00,HYDE PARK,NY,12538,Volunteer meeting to get organized or learn more,9,no,12538,hudsonvalley
9/21/2015 22:30:00,West Tisbury,MA,2575,Volunteer meeting to get organized or learn more,4,no,02575,capecod
9/19/2015 1:30:00,Corvallis,OR,97330,"Volunteer activity (flyering, calling, walking, etc)",5,no,97330,corvallis
9/8/2015 19:00:00,Fort Bragg,CA,95437,Volunteer meeting to get organized or learn more,5,no,95437,mendocino
9/11/2015 1:00:00,Salt Lake City,UT,84111,"Volunteer activity (flyering, calling, walking, etc)",0,no,84111,saltlakecity
10/25/2015 19:00:00,San Rafael,CA,94901,"Volunteer activity (flyering, calling, walking, etc)",2,no,94901,sfbay
10/11/2015 15:00:00,San Rafael,CA,94901,"Volunteer activity (flyering, calling, walking, etc)",3,no,94901,sfbay
10/14/2015 0:00:00,Des Moines,WA,98198,Debate Watch Parties (October 13),8,no,98198,seattle
10/11/2015 16:00:00,Santa Cruz,CA,95060,Debate Watch Parties (October 13),18,no,95060,monterey
9/8/2015 22:30:00,Portland,OR,97212,"Volunteer activity (flyering, calling, walking, etc)",1,no,97212,portland
9/12/2015 12:30:00,Lancaster,PA,17603,"Volunteer activity (flyering, calling, walking, etc)",2,no,17603,lancaster
10/14/2015 0:30:00,Los Angeles,CA,90065,Debate Watch Parties (October 13),55,no,90065,losangeles
9/19/2015 15:00:00,Lancaster,PA,17603,"Volunteer activity (flyering, calling, walking, etc)",13,no,17603,lancaster
9/9/2015 23:00:00,Campbell,OH,44405,"Volunteer activity (flyering, calling, walking, etc)",0,no,44405,youngstown
9/9/2015 22:30:00,Dayton,OH,45409,Volunteer meeting to get organized or learn more,1,no,45409,dayton
9/15/2015 21:40:00,Philadelphia,PA,19122,"Volunteer activity (flyering, calling, walking, etc)",15,no,19122,philadelphia
10/10/2015 14:00:00,West Milford,NJ,7480,"Volunteer activity (flyering, calling, walking, etc)",15,no,07480,newjersey
10/14/2015 0:00:00,Austin,TX,78741,Debate Watch Parties (October 13),8,no,78741,austin
9/26/2015 23:00:00,Kokomo,IN,46901,Volunteer meeting to get organized or learn more,5,no,46901,kokomo
9/8/2015 21:00:00,Staunton,VA,24401,Volunteer meeting to get organized or learn more,1,no,24401,harrisonburg
9/8/2015 23:00:00,Santa Barbara,CA,93101,Volunteer meeting to get organized or learn more,0,no,93101,santabarbara
9/19/2015 2:00:00,Wilmington,NC,28401,Volunteer meeting to get organized or learn more,8,no,28401,wilmington
9/26/2015 20:00:00,Dallas,TX,75228,"Volunteer activity (flyering, calling, walking, etc)",8,no,75228,dallas
9/12/2015 16:30:00,Bellingham,WA,98229,"Volunteer activity (flyering, calling, walking, etc)",1,no,98229,bellingham
9/12/2015 16:00:00,Summersville,WV,26651,"Volunteer activity (flyering, calling, walking, etc)",0,no,26651,wv
9/10/2015 22:30:00,Springfield,MO,65804,Volunteer meeting to get organized or learn more,3,no,65804,springfield
9/14/2015 1:00:00,Livingston,MT,59047,Volunteer meeting to get organized or learn more,3,no,59047,bozeman
9/15/2015 0:00:00,Nashville,TN,37209,Volunteer meeting to get organized or learn more,37,no,37209,nashville
9/19/2015 18:00:00,Sioux Falls,SD,57103,"Volunteer activity (flyering, calling, walking, etc)",9,no,57103,siouxfalls
9/10/2015 0:30:00,Denver,CO,80212,Volunteer meeting to get organized or learn more,3,no,80212,denver
9/20/2015 15:00:00,Oakland,CA,94606,Debate Watch Parties (October 13),7,no,94606,sfbay
10/14/2015 0:00:00,Brooklyn,NY,11238,Debate Watch Parties (October 13),35,no,11238,newyork
10/3/2015 20:00:00,Las Vegas,NV,89183,"Volunteer activity (flyering, calling, walking, etc)",33,no,89183,lasvegas
9/22/2015 2:00:00,Portland,OR,97213,Volunteer meeting to get organized or learn more,25,no,97213,portland
9/20/2015 16:00:00,Brookline,MA,2446,"Volunteer activity (flyering, calling, walking, etc)",10,no,02446,boston
10/14/2015 0:30:00,Fort Collins,CO,80524,Debate Watch Parties (October 13),101,no,80524,fortcollins
9/26/2015 14:30:00,Miami Beach,FL,33139,"Volunteer activity (flyering, calling, walking, etc)",10,no,33139,miami
9/17/2015 1:00:00,Fort Collins,CO,80524,Volunteer meeting to get organized or learn more,11,no,80524,fortcollins
9/12/2015 18:00:00,Arlington,VA,22209,"Volunteer activity (flyering, calling, walking, etc)",11,no,22209,washingtondc
10/16/2015 19:00:00,Raleigh,NC,27607,"Volunteer activity (flyering, calling, walking, etc)",9,no,27607,raleigh
10/14/2015 0:00:00,Whittier,CA,90601,Debate Watch Parties (October 13),85,no,90601,losangeles
9/14/2015 22:00:00,West Lafayette,IN,47906,Volunteer meeting to get organized or learn more,5,no,47906,tippecanoe
9/18/2015 2:00:00,Whittier,CA,90601,Volunteer meeting to get organized or learn more,25,no,90601,losangeles
10/13/2015 23:30:00,Norwich,NY,13815,Debate Watch Parties (October 13),21,no,13815,oneonta
10/14/2015 0:00:00,Alexandria,VA,22301,Debate Watch Parties (October 13),8,no,22301,washingtondc
9/20/2015 22:00:00,Berkeley,CA,94704,"Volunteer activity (flyering, calling, walking, etc)",19,no,94704,sfbay
9/21/2015 22:00:00,Canon City,CO,81212,Volunteer meeting to get organized or learn more,15,no,81212,cosprings
10/3/2015 16:00:00,Crossville,TN,38555,"Volunteer activity (flyering, calling, walking, etc)",1,no,38555,cookeville
9/13/2015 22:00:00,Greensboro,NC,27403,Rally,5361,yes,27403,greensboro
9/7/2015 21:00:00,Elkins,WV,26241,Volunteer meeting to get organized or learn more,0,no,26241,wv
10/13/2015 23:30:00,Groton,MA,1450,Debate Watch Parties (October 13),13,no,01450,worcester
9/13/2015 16:00:00,State College,PA,16801,Volunteer meeting to get organized or learn more,15,no,16801,pennstate
9/12/2015 13:30:00,Santa Fe,NM,87501,"Volunteer activity (flyering, calling, walking, etc)",1,no,87501,santafe
9/13/2015 15:00:00,The Plains,VA,20198,"Volunteer activity (flyering, calling, walking, etc)",3,no,20198,winchester
9/12/2015 16:30:00,Reno,NV,89523,Volunteer meeting to get organized or learn more,16,no,89523,reno
9/24/2015 1:00:00,Carpinteria,CA,93013,Volunteer meeting to get organized or learn more,22,no,93013,santabarbara
9/19/2015 16:00:00,Corvallis,OR,97330,"Volunteer activity (flyering, calling, walking, etc)",4,no,97330,corvallis
10/10/2015 13:00:00,San Leandro,CA,94577,"Volunteer activity (flyering, calling, walking, etc)",6,no,94577,sfbay
10/13/2015 23:30:00,Saint Cloud,MN,56303,Debate Watch Parties (October 13),12,no,56303,stcloud
10/13/2015 21:00:00,Hendersonville,NC,28792,Debate Watch Parties (October 13),33,no,28792,asheville
9/12/2015 15:00:00,Natick,MA,1760,"Volunteer activity (flyering, calling, walking, etc)",6,no,01760,boston
9/12/2015 15:00:00,Stuart,FL,34994,Volunteer meeting to get organized or learn more,16,no,34994,treasure
11/15/2015 18:00:00,Miami,FL,33132,Volunteer meeting to get organized or learn more,19,no,33132,miami
10/14/2015 0:00:00,Easton,CT,6612,Debate Watch Parties (October 13),6,no,06612,newhaven
9/12/2015 16:00:00,Corvallis,OR,97330,"Volunteer activity (flyering, calling, walking, etc)",4,no,97330,corvallis
10/30/2015 17:45:00,Las Vegas,NV,89109,Debate Watch Parties (October 13),6,no,89109,lasvegas
9/8/2015 14:00:00,Holyoke,MA,1040,Volunteer meeting to get organized or learn more,0,no,01040,westernmass
10/4/2015 15:00:00,San Rafael,CA,94901,"Volunteer activity (flyering, calling, walking, etc)",10,no,94901,sfbay
9/26/2015 17:00:00,Minneapolis,MN,55412,Volunteer meeting to get organized or learn more,16,no,55412,minneapolis
9/11/2015 19:00:00,Chattanooga,TN,37412,"Volunteer activity (flyering, calling, walking, etc)",2,no,37412,chattanooga
9/27/2015 19:00:00,Cloverdale,CA,95425,Volunteer meeting to get organized or learn more,2,no,95425,mendocino
9/20/2015 19:00:00,Cloverdale,CA,95425,Volunteer meeting to get organized or learn more,2,no,95425,mendocino
9/13/2015 18:00:00,Thousand Oaks,CA,91360,"Volunteer activity (flyering, calling, walking, etc)",1,no,91360,ventura
9/13/2015 19:00:00,Cloverdale,CA,95425,Volunteer meeting to get organized or learn more,2,no,95425,mendocino
9/14/2015 14:30:00,Lynchburg,VA,24501,"Volunteer activity (flyering, calling, walking, etc)",27,no,24501,lynchburg
9/10/2015 2:00:00,Salem,OR,97301,Volunteer meeting to get organized or learn more,4,no,97301,salem
9/11/2015 22:00:00,Lynchburg,VA,24501,"Volunteer activity (flyering, calling, walking, etc)",1,no,24501,lynchburg
9/19/2015 20:00:00,Champaign,IL,61820,"Volunteer activity (flyering, calling, walking, etc)",17,no,61820,chambana
9/11/2015 19:30:00,Rockville,MD,20855,"Volunteer activity (flyering, calling, walking, etc)",1,no,20855,washingtondc
9/23/2015 23:30:00,Lakewood,OH,44107,Volunteer meeting to get organized or learn more,35,no,44107,cleveland
9/12/2015 14:00:00,Miami,FL,33132,"Volunteer activity (flyering, calling, walking, etc)",4,no,33132,miami
